"spkid","full_name","epoch","e","a","i","om","w","ma","per"
3797404,"       (2018 AT)",2460600.5,0.3993,1.691,13.38,355.76,21.52,63.40,803
3797448,"       (2018 AE2)",2460600.5,0.5444,2.205,35.79,338.56,192.25,9.86,1.2e+03
3797696,"       (2018 AJ12)",2460600.5,0.7377,2.38,11.51,96.31,286.21,330.36,1.34e+03
3797698,"       (2018 AM12)",2460600.5,0.1162,0.9171,21.67,288.84,51.06,8.99,321
3797749,"       (2018 BO1)",2460600.5,0.4447,1.678,11.27,350.61,23.13,102.23,794
3797849,"       (2018 BY2)",2460600.5,0.3814,1.641,9.00,202.42,330.25,47.10,768
3797851,"       (2018 BZ2)",2460600.5,0.5990,2.172,11.82,244.11,150.64,55.83,1.17e+03
3797861,"       (2018 BM3)",2460600.5,0.5106,1.117,19.62,105.45,250.80,334.01,431
3798967,"       (2018 BD6)",2460600.5,0.5747,2.42,48.89,130.74,351.30,286.76,1.38e+03
3798985,"       (2018 BT6)",2460600.5,0.8276,2.25,3.00,307.03,72.13,9.11,1.23e+03
3798993,"       (2018 BA7)",2460600.5,0.4923,1.477,18.37,322.37,67.84,303.00,656
3799304,"       (2018 CZ2)",2460600.5,0.6727,2.179,5.42,120.49,117.99,7.96,1.17e+03
3799715,"       (2018 DA1)",2460600.5,0.7273,1.207,25.49,139.91,233.94,113.73,484
3799720,"       (2018 DH1)",2460600.5,0.6036,2.095,1.97,146.05,97.41,45.77,1.11e+03
3799787,"       (2018 EB)",2460600.5,0.0122,1.017,29.44,194.55,126.78,10.77,374
3799790,"       (2018 EE)",2460600.5,0.6519,2.815,3.89,109.32,35.09,145.23,1.72e+03
3799839,"       (2018 EM2)",2460600.5,0.4822,2.027,6.54,64.49,188.74,70.46,1.05e+03
3799902,"       (2018 ED4)",2460600.5,0.6266,2.656,14.75,274.20,350.15,154.29,1.58e+03
3801934,"       (2018 EJ4)",2460600.5,0.1834,1.257,10.39,78.08,188.25,177.91,515
3802062,"       (2018 FS3)",2460600.5,0.4857,1.882,4.33,188.57,69.32,167.69,943
3802077,"       (2018 FJ4)",2460600.5,0.3866,1.479,1.23,223.89,88.87,149.78,657
3802102,"       (2018 FJ5)",2460600.5,0.8567,2.487,18.26,124.22,287.71,258.41,1.43e+03
3802120,"       (2018 FO5)",2460600.5,0.4349,1.66,9.13,236.96,41.29,331.93,781
3802398,"       (2018 GM)",2460600.5,0.5523,1.669,33.06,18.85,255.77,343.64,788
3802421,"       (2018 GJ1)",2460600.5,0.5517,1.804,6.80,38.30,250.62,217.33,885
3802447,"       (2018 GG2)",2460600.5,0.7104,2.236,43.32,195.08,278.48,0.82,1.22e+03
3805267,"       (2018 HQ)",2460600.5,0.5786,1.81,13.75,9.04,294.96,207.23,889
3819665,"       (2018 HL2)",2460600.5,0.4681,1.671,33.46,45.90,233.17,332.67,789
3819679,"       (2018 JA)",2460600.5,0.2972,1.421,28.15,63.51,197.87,269.00,619
3824084,"       (2018 JD2)",2460600.5,0.8823,1.823,51.03,54.51,313.25,183.53,899
3824115,"       (2018 JK3)",2460600.5,0.2782,0.9541,43.23,64.58,305.10,212.30,340
3824967,"       (2018 JD5)",2460600.5,0.5536,2.35,3.63,269.36,30.99,272.87,1.32e+03
3824988,"       (2018 KB1)",2460600.5,0.3739,1.666,12.13,107.27,171.72,344.20,785
3825086,"       (2018 LK)",2460600.5,0.3166,1.068,13.93,85.16,279.94,205.18,403
3825097,"       (2018 LB1)",2460600.5,0.6457,2.782,1.18,313.88,23.12,108.97,1.69e+03
3825122,"       (2018 LL2)",2460600.5,0.6012,2.629,19.78,209.63,7.73,184.08,1.56e+03
3825227,"       (2018 LF5)",2460600.5,0.6189,2.791,41.14,100.62,181.19,124.08,1.7e+03
3825286,"       (2018 LZ13)",2460600.5,0.2997,1.355,66.41,279.68,171.11,206.92,576
3825520,"       (2018 LG16)",2460600.5,0.3540,1.551,22.94,77.35,0.30,315.97,705
3825425,"       (2018 MV4)",2460600.5,0.2424,1.251,26.11,109.59,344.71,19.15,511
3825448,"       (2018 MR5)",2460600.5,0.7166,2.075,2.76,325.99,205.49,65.94,1.09e+03
3825479,"       (2018 MW6)",2460600.5,0.7740,3.389,10.26,240.34,120.95,350.75,2.28e+03
3825481,"       (2018 MY6)",2460600.5,0.1543,0.9051,49.99,94.09,351.75,301.26,315
3825489,"       (2018 MG7)",2460600.5,0.3273,0.9124,25.11,270.55,132.29,352.71,318
3825515,"       (2018 NC)",2460600.5,0.6011,2.057,6.70,128.01,75.50,61.24,1.08e+03
3825756,"       (2018 NY14)",2460600.5,0.7719,1.261,25.19,141.12,315.60,78.02,517
3825814,"       (2018 NF15)",2460600.5,0.5490,1.654,3.27,13.70,32.30,303.75,777
3825831,"       (2018 OB1)",2460600.5,0.6911,3.178,4.34,174.59,225.08,21.87,2.07e+03
3826837,"       (2018 PQ23)",2460600.5,0.6124,2.166,18.57,354.48,45.29,327.39,1.16e+03
3826859,"       (2018 PK24)",2460600.5,0.6614,1.944,6.70,320.54,119.97,70.73,990
3842750,"       (2018 PP29)",2458356.5,0.7431,3.193,20.59,119.40,301.55,347.66,2.08e+03
3826894,"       (2018 QT)",2460600.5,0.6126,2.277,1.32,354.56,64.93,265.04,1.25e+03
3827100,"       (2018 QN1)",2460600.5,0.5568,2.282,6.39,63.66,325.46,263.94,1.26e+03
3827151,"       (2018 RB)",2460600.5,0.7324,1.951,4.56,349.14,244.37,110.87,995
3829455,"       (2018 RB7)",2460600.5,0.6687,2.416,5.30,115.50,314.35,213.10,1.37e+03
3829463,"       (2018 RJ7)",2460600.5,0.6447,2.674,4.05,135.96,296.37,126.10,1.6e+03
3831075,"       (2018 SX2)",2460600.5,0.2967,1.353,10.74,351.09,338.29,328.06,575
3831077,"       (2018 SK3)",2460600.5,0.7010,2.602,34.03,353.27,124.83,134.38,1.53e+03
3831203,"       (2018 TO1)",2460600.5,0.3960,1.535,3.65,91.20,218.64,91.80,694
3831471,"       (2018 TY2)",2460600.5,0.8420,2.288,4.61,272.86,249.22,229.75,1.26e+03
3831479,"       (2018 TF3)",2460600.5,0.7173,2.132,6.87,51.55,76.62,312.28,1.14e+03
3831884,"       (2018 UY)",2460600.5,0.5313,1.249,1.75,72.44,114.62,7.44,510
3831888,"       (2018 UA1)",2460600.5,0.6244,2.528,18.45,358.94,348.31,184.27,1.47e+03
3831916,"       (2018 UQ1)",2460600.5,0.4915,1.614,1.62,254.30,220.05,299.62,749
3835509,"       (2018 UC2)",2460600.5,0.4101,1.576,31.32,209.66,134.69,26.59,723
3836084,"       (2018 VG3)",2460600.5,0.6502,1.509,6.00,355.94,283.58,127.98,677
3836308,"       (2018 WR1)",2460600.5,0.6461,2.252,15.17,274.59,244.86,243.50,1.23e+03
3836663,"       (2018 WP2)",2460600.5,0.5222,1.943,7.90,55.06,309.60,78.34,990
3836731,"       (2018 WE3)",2460600.5,0.6610,2.728,8.71,240.66,159.47,119.91,1.65e+03
3836727,"       (2018 XR)",2460600.5,0.6656,2.155,20.53,78.22,114.56,280.60,1.16e+03
3836888,"       (2018 XY3)",2460600.5,0.6197,2.102,20.29,80.69,108.35,313.34,1.11e+03
3836920,"       (2018 XG5)",2460600.5,0.6234,2.433,12.92,215.49,320.63,165.80,1.39e+03
3836936,"       (2018 XV5)",2460600.5,0.6335,2.585,11.23,154.89,161.18,192.21,1.52e+03
3836942,"       (2018 YH)",2460600.5,0.2639,1.119,11.92,320.48,245.74,255.42,433
3837522,"       (2018 YJ2)",2460600.5,0.4039,1.161,6.51,65.07,293.41,281.73,457
3837596,"       (2019 AV2)",2460600.5,0.6467,2.459,9.01,119.69,54.41,164.52,1.41e+03
3837599,"       (2019 AZ2)",2458490.5,0.8833,2.458,7.33,83.76,255.25,12.41,1.41e+03
3837652,"       (2019 AW4)",2460600.5,0.6183,2.25,14.37,153.46,56.84,233.04,1.23e+03
3837682,"       (2019 AN5)",2460600.5,0.4139,1.608,2.02,276.44,98.57,355.92,745
3837719,"       (2019 AP6)",2460600.5,0.4111,0.7396,7.07,327.29,325.04,182.84,232
3837741,"       (2019 AN7)",2458492.5,0.8483,1.192,23.77,295.47,325.58,325.72,475
3837902,"       (2019 AG13)",2460600.5,0.6041,2.062,11.15,264.99,300.42,316.83,1.08e+03
3837926,"       (2019 BK)",2460600.5,0.7282,2.055,4.13,264.46,121.17,358.90,1.08e+03
3837956,"       (2019 BC1)",2460600.5,0.6345,2.531,17.75,118.16,328.76,162.65,1.47e+03
3837975,"       (2019 BP1)",2460600.5,0.6302,2.55,23.73,34.33,18.05,164.07,1.49e+03
3837989,"       (2019 BG2)",2460600.5,0.2760,1.265,14.22,328.98,65.57,69.49,519
3838020,"       (2019 BT2)",2460600.5,0.4924,1.082,19.94,306.75,65.72,103.26,411
3838082,"       (2019 BF5)",2460600.5,0.7394,1.68,24.52,312.21,68.78,245.87,796
3838104,"       (2019 CH1)",2460600.5,0.7140,1.335,10.87,296.44,73.57,307.33,563
3838130,"       (2019 CT1)",2460600.5,0.3545,1.561,19.25,325.06,152.44,339.90,712
3838129,"       (2019 CU1)",2460600.5,0.5171,1.781,1.76,344.48,100.67,160.82,868
3838139,"       (2019 CD2)",2460600.5,0.7480,2.452,6.74,304.81,113.52,186.29,1.4e+03
3838240,"       (2019 CE4)",2460600.5,0.6604,2.85,20.69,38.59,347.11,75.46,1.76e+03
3838259,"       (2019 CC5)",2460600.5,0.6052,1.843,7.49,131.22,295.54,117.72,914
3838263,"       (2019 CD5)",2460600.5,0.6668,2.32,2.54,31.84,212.36,197.36,1.29e+03
3838912,"       (2019 DD2)",2460600.5,0.5119,2.044,36.56,178.95,30.24,326.04,1.07e+03
3838886,"       (2019 EN)",2460600.5,0.6210,2.178,9.73,192.45,47.29,250.11,1.17e+03
3840119,"       (2019 EU2)",2460600.5,0.6673,2.432,15.59,198.93,246.46,191.71,1.39e+03
3840128,"       (2019 FH)",2460600.5,0.7743,1.528,3.86,255.15,152.34,11.63,690
3840136,"       (2019 FJ)",2460600.5,0.6128,0.7623,44.43,156.90,150.21,7.82,243
3840701,"       (2019 FZ)",2460600.5,0.6287,0.8774,27.66,192.45,139.94,191.38,300
3840745,"       (2019 FM2)",2460600.5,0.2690,0.9739,27.99,358.84,75.36,359.70,351
3840802,"       (2019 GD1)",2460600.5,0.8007,2.614,3.56,197.57,237.23,137.43,1.54e+03
3840850,"       (2019 GT3)",2460600.5,0.6205,2.37,2.34,225.06,69.81,153.44,1.33e+03
3841531,"       (2019 HN)",2460600.5,0.6356,1.864,34.75,207.39,81.70,31.79,929
3841670,"       (2019 HH4)",2460600.5,0.3872,1.532,33.86,211.46,150.69,198.97,692
3841701,"       (2019 JB1)",2460600.5,0.7751,2.004,19.92,54.16,288.79,310.19,1.04e+03
3842641,"       (2019 KB4)",2460600.5,0.4516,1.89,17.51,134.76,192.06,4.67,949
3842747,"       (2019 KQ5)",2460600.5,0.6012,1.689,4.91,246.43,238.68,208.75,802
3842757,"       (2019 LG1)",2460600.5,0.3594,1.126,18.00,248.78,103.39,92.88,437
3842777,"       (2019 LZ1)",2460600.5,0.9258,2.233,9.49,220.77,223.21,233.83,1.22e+03
3842870,"       (2019 LX4)",2460600.5,0.3074,1.462,2.94,269.97,68.70,319.01,646
3842883,"       (2019 LH5)",2460600.5,0.7058,1.604,3.00,120.69,269.29,202.75,742
3842901,"       (2019 LG6)",2458645.5,0.7373,2.278,16.90,95.85,260.59,345.42,1.26e+03
3842939,"       (2019 MF1)",2460600.5,0.3189,1.536,9.76,285.27,5.35,277.31,695
3843090,"       (2019 MS3)",2460600.5,0.7202,2.63,8.61,138.99,231.55,60.88,1.56e+03
3843061,"       (2019 NA)",2460600.5,0.5686,1.98,7.77,207.23,141.30,304.36,1.02e+03
3843128,"       (2019 NA2)",2460600.5,0.6364,1.821,33.87,78.83,284.91,22.91,898
3843131,"       (2019 NE2)",2460600.5,0.7291,1.73,8.48,267.88,124.20,92.24,831
3843155,"       (2019 NY2)",2460600.5,0.4413,1.749,11.35,139.78,199.67,69.99,845
3843182,"       (2019 NO4)",2458675.5,0.6560,1.517,12.81,127.98,269.20,327.23,683
3843319,"       (2019 ND7)",2460600.5,0.5751,1.148,34.48,297.37,114.75,54.02,449
3843341,"       (2019 OO)",2460600.5,0.5024,1.635,32.67,132.08,253.02,143.64,764
3843348,"       (2019 OT)",2460600.5,0.5488,1.712,47.23,302.13,285.40,144.41,818
3843363,"       (2019 OM1)",2460600.5,0.5983,1.897,6.17,346.66,52.70,334.05,954
3843371,"       (2019 OR1)",2460600.5,0.3800,0.9598,18.28,236.83,297.66,294.27,343
3843394,"       (2019 OQ2)",2460600.5,0.6032,1.448,4.11,200.39,256.85,283.39,636
3843430,"       (2019 OY3)",2460600.5,0.4728,1.858,48.65,297.42,350.86,26.32,925
3843508,"       (2019 PG1)",2460600.5,0.5940,2.457,20.38,281.56,13.62,128.59,1.41e+03
3843572,"       (2019 QG)",2460600.5,0.2384,0.8219,12.63,290.21,216.10,153.90,272
3843577,"       (2019 QT)",2460600.5,0.8286,2.218,4.43,236.48,215.01,180.52,1.21e+03
3843589,"       (2019 QX)",2460600.5,0.6291,2.156,27.15,316.60,119.08,200.50,1.16e+03
3843612,"       (2019 QY1)",2460600.5,0.4702,1.746,27.42,236.05,156.84,55.14,843
3843615,"       (2019 QD2)",2460600.5,0.4600,1.804,11.96,271.68,18.31,57.36,885
3843701,"       (2019 QD6)",2460600.5,0.6566,2.815,14.57,35.81,10.88,17.79,1.73e+03
3843758,"       (2019 RC)",2460600.5,0.5082,2.048,22.89,175.05,202.28,258.30,1.07e+03
3843775,"       (2019 RW)",2460600.5,0.5835,2.286,4.86,309.46,312.17,191.58,1.26e+03
3843858,"       (2019 RU3)",2460600.5,0.7760,1.628,34.25,40.09,110.82,133.73,759
3843857,"       (2019 RV3)",2460600.5,0.6105,2.243,6.97,352.20,126.06,162.19,1.23e+03
3843879,"       (2019 SH)",2458744.5,0.4748,1.217,45.13,179.15,273.02,314.50,491
3878564,"       (2019 TP1)",2460600.5,0.2693,1.296,25.22,12.04,126.30,41.74,539
3879227,"       (2019 UK)",2460600.5,0.3841,0.8828,21.70,206.39,318.85,244.35,303
3879231,"       (2019 UO)",2460600.5,0.6380,2.652,5.70,277.60,184.96,39.01,1.58e+03
3879384,"       (2019 UC4)",2460600.5,0.6451,2.485,8.60,249.61,203.69,80.92,1.43e+03
3879725,"       (2019 UT6)",2460600.5,0.5045,1.589,2.40,84.86,44.41,138.85,732
3884025,"       (2019 UO9)",2460600.5,0.5805,1.912,5.49,7.55,148.46,261.96,966
3884238,"       (2019 US10)",2460600.5,0.3854,1.453,26.94,43.25,304.15,331.75,640
3888754,"       (2019 UN12)",2460600.5,0.8460,2.257,5.19,222.59,301.75,148.27,1.24e+03
3892191,"       (2019 UX13)",2460600.5,0.3271,1.519,12.49,188.57,155.17,269.38,684
3892653,"       (2019 VD2)",2460600.5,0.7355,1.972,33.50,38.77,257.10,301.65,1.01e+03
3892745,"       (2019 VL4)",2460600.5,0.8401,2.038,10.30,260.16,288.01,223.59,1.06e+03
3893637,"       (2019 VF6)",2460600.5,0.4392,1.23,14.91,102.17,89.18,137.01,498
3893738,"       (2019 VG6)",2460600.5,0.4137,1.513,8.60,304.32,219.19,154.55,680
3893551,"       (2019 WF3)",2460600.5,0.5727,2.335,12.86,296.44,204.19,109.82,1.3e+03
3893643,"       (2019 WL4)",2460600.5,0.5580,1.193,4.87,186.24,99.92,348.49,476
3893727,"       (2019 WW4)",2460600.5,0.5530,2.231,9.43,330.69,22.73,178.40,1.22e+03
3893728,"       (2019 WX4)",2460600.5,0.6272,1.952,29.46,78.33,74.52,257.54,996
3893736,"       (2019 WD5)",2460600.5,0.5427,1.63,4.75,311.98,228.37,85.05,760
3893739,"       (2019 WJ5)",2460600.5,0.7440,2.311,5.38,207.66,104.52,167.11,1.28e+03
54162241,"       (2019 WQ19)",2460600.5,0.5814,1.387,29.99,240.24,272.80,321.53,596
3905989,"       (2019 XE1)",2460600.5,0.6133,1.936,30.30,291.95,244.93,269.80,984
3909261,"       (2019 XO2)",2460600.5,0.3554,1.486,28.54,68.18,342.60,255.87,662
3910104,"       (2019 XA3)",2460600.5,0.6293,2.764,24.09,31.48,0.39,20.97,1.68e+03
3928734,"       (2019 XK3)",2460600.5,0.7156,2.378,5.59,88.09,232.41,144.26,1.34e+03
3933022,"       (2019 XQ3)",2460600.5,0.2601,1.237,50.96,88.48,52.18,153.49,502
3959221,"       (2019 YZ3)",2460600.5,0.5958,1.754,23.38,275.41,257.65,0.92,848
3986635,"       (2019 YX6)",2458843.5,0.8916,3.514,1.85,317.96,18.22,7.35,2.41e+03
3986636,"       (2020 AD3)",2460600.5,0.5947,0.9828,2.64,268.42,73.84,23.52,356
3986682,"       (2020 AN3)",2460600.5,0.5508,2.165,26.26,294.39,167.73,180.30,1.16e+03
3986740,"       (2020 BX)",2458866.5,0.4088,1.466,20.95,92.59,130.76,308.32,648
3986743,"       (2020 BE1)",2460600.5,0.5035,1.715,30.11,103.44,111.72,2.51,821
3989074,"       (2020 BJ4)",2460600.5,0.6707,2.819,5.62,10.53,199.17,337.95,1.73e+03
3989144,"       (2020 BC6)",2460600.5,0.7096,1.86,6.30,272.45,98.46,346.44,927
3989182,"       (2020 BC8)",2460600.5,0.7488,2.313,7.37,318.38,252.85,102.52,1.29e+03
3989242,"       (2020 BN10)",2460600.5,0.3443,0.9278,20.52,185.76,68.99,356.56,326
3989285,"       (2020 BX12)",2460600.5,0.5273,1.6,40.06,132.85,70.51,93.41,740
3989317,"       (2020 BF14)",2460600.5,0.4752,1.284,36.14,349.26,83.41,141.18,531
3989341,"       (2020 BW14)",2460600.5,0.6528,2.692,15.99,21.46,28.02,32.94,1.61e+03
3989346,"       (2020 BB15)",2460600.5,0.4141,1.718,5.31,16.18,177.77,12.90,822
3989671,"       (2020 CL1)",2460600.5,0.3919,0.7245,45.48,325.89,9.72,27.33,225
3991554,"       (2020 CB2)",2458885.5,0.2807,0.8556,27.14,1.01,50.17,95.40,289
3991701,"       (2020 DY1)",2460600.5,0.6311,2.539,1.32,279.24,291.23,43.11,1.48e+03
3994618,"       (2020 DP2)",2460600.5,0.7913,2.632,14.07,150.15,270.95,43.61,1.56e+03
3994619,"       (2020 DR2)",2460600.5,0.6910,2.283,19.73,168.95,252.56,140.80,1.26e+03
54000956,"       (2020 DC3)",2460600.5,0.8353,2.01,3.62,16.82,20.06,242.97,1.04e+03
54005664,"       (2020 DT3)",2460600.5,0.6078,2.25,3.27,207.47,27.94,115.35,1.23e+03
54006017,"       (2020 DM4)",2460600.5,0.4556,1.888,4.11,6.73,222.76,256.24,948
54013501,"       (2020 DB5)",2460600.5,0.5186,2.135,11.70,77.75,189.07,153.44,1.14e+03
54013566,"       (2020 EN)",2460600.5,0.5538,2.059,7.75,113.05,300.30,214.33,1.08e+03
54016232,"       (2020 FO1)",2460600.5,0.8184,2.304,2.87,35.67,262.45,91.98,1.28e+03
54016235,"       (2020 FR1)",2460600.5,0.6150,1.406,13.12,26.43,255.82,228.15,609
54016280,"       (2020 FH2)",2460600.5,0.4935,1.816,7.99,55.65,51.89,337.14,894
54016330,"       (2020 FR3)",2458932.5,0.6475,1.973,8.87,174.62,261.66,24.72,1.01e+03
54016360,"       (2020 FW4)",2460600.5,0.6947,2.298,5.13,50.19,222.67,95.73,1.27e+03
54016362,"       (2020 FX4)",2460600.5,0.5933,2.448,9.87,155.18,357.23,73.77,1.4e+03
54016365,"       (2020 FA5)",2460600.5,0.8009,1.915,6.56,39.36,242.15,237.49,968
54016377,"       (2020 FO5)",2460600.5,0.8899,3.275,7.41,227.20,79.50,267.57,2.16e+03
54016410,"       (2020 FM6)",2460600.5,0.4938,1.364,14.99,30.46,276.08,255.46,582
54016429,"       (2020 FZ6)",2460600.5,0.7446,2.315,3.25,258.99,32.82,88.19,1.29e+03
54016489,"       (2020 GA2)",2460600.5,0.4268,1.282,42.98,22.90,93.00,80.56,530
54016684,"       (2020 HJ4)",2460600.5,0.5766,2.069,1.22,105.20,233.29,122.92,1.09e+03
54016748,"       (2020 HD6)",2460600.5,0.6369,2.423,8.13,351.40,335.27,24.65,1.38e+03
54016975,"       (2020 JU)",2460600.5,0.0861,0.9389,10.70,259.04,167.06,123.88,332
54016979,"       (2020 JV)",2460600.5,0.6378,2.253,3.24,280.09,238.66,125.22,1.24e+03
54017111,"       (2020 JC3)",2460600.5,0.6720,2.464,5.19,259.92,241.84,71.10,1.41e+03
54017164,"       (2020 KT2)",2460600.5,0.6389,2.453,8.55,106.22,211.44,33.35,1.4e+03
54017195,"       (2020 KN3)",2460600.5,0.7169,3.052,9.33,199.06,152.02,284.57,1.95e+03
54017196,"       (2020 KO3)",2460600.5,0.5042,1.866,11.79,122.39,213.43,235.99,931
54017234,"       (2020 KR4)",2460600.5,0.9047,1.833,14.95,80.15,314.76,249.59,907
54017258,"       (2020 KK5)",2460600.5,0.6337,0.9322,15.15,83.25,325.07,194.03,329
54017288,"       (2020 KG6)",2460600.5,0.8310,1.13,22.45,264.06,134.98,143.56,439
54017438,"       (2020 LG1)",2460600.5,0.6532,2.785,21.05,137.28,208.34,324.85,1.7e+03
54017454,"       (2020 LM1)",2459016.5,0.6077,2.39,17.35,75.34,135.10,10.45,1.35e+03
54017545,"       (2020 LG2)",2460600.5,0.4466,1.877,14.17,273.03,7.79,242.46,939
54017644,"       (2020 MA3)",2460600.5,0.7019,2.51,16.55,69.33,302.74,345.83,1.45e+03
54017686,"       (2020 MZ3)",2460600.5,0.6566,2.631,5.25,132.99,250.73,343.15,1.56e+03
54017784,"       (2020 ND)",2460600.5,0.5883,2.413,17.42,117.97,214.74,39.71,1.37e+03
54048828,"       (2020 NK1)",2460600.5,0.6472,1.393,45.44,311.08,107.90,171.38,601
54048892,"       (2020 OM1)",2460600.5,0.2129,1.19,18.58,158.13,18.49,202.28,474
54049354,"       (2020 ON3)",2460600.5,0.5768,1.713,27.09,127.57,258.09,286.66,819
54049356,"       (2020 OP3)",2460600.5,0.2703,1.29,29.53,309.02,147.75,177.14,535
54049873,"       (2020 OT6)",2460600.5,0.3780,0.9425,22.27,121.93,60.83,312.64,334
54049906,"       (2020 PP)",2460600.5,0.0882,1.027,14.46,308.01,216.84,176.57,380
54050980,"       (2020 PB1)",2460600.5,0.5436,2.182,9.29,231.25,177.44,85.62,1.18e+03
54051070,"       (2020 PN3)",2460600.5,0.7908,2.128,7.25,211.45,233.30,98.85,1.13e+03
54051075,"       (2020 PS3)",2460600.5,0.7158,2.324,18.80,144.03,93.10,80.42,1.29e+03
54051089,"       (2020 PM4)",2460600.5,0.4786,1.782,5.50,329.39,311.28,286.43,869
54051093,"       (2020 PS4)",2460600.5,0.7848,2.147,6.50,10.24,76.83,91.15,1.15e+03
54051100,"       (2020 PY4)",2460600.5,0.8067,2.531,8.61,142.24,65.70,32.79,1.47e+03
54051125,"       (2020 QD)",2460600.5,0.7311,2.399,4.00,38.10,40.82,23.42,1.36e+03
54051321,"       (2020 QZ3)",2460600.5,0.5384,1.923,8.51,192.74,246.74,150.46,974
54051328,"       (2020 QH4)",2459086.5,0.8602,3.49,55.67,329.96,266.31,7.09,2.38e+03
54051396,"       (2020 QQ5)",2460600.5,0.6497,2.157,8.10,172.78,86.48,129.86,1.16e+03
54051414,"       (2020 QC6)",2460600.5,0.5989,2.169,5.97,169.98,249.51,91.57,1.17e+03
54051415,"       (2020 QF6)",2460600.5,0.6519,2.724,73.64,249.00,145.39,332.87,1.64e+03
54054359,"       (2020 QR7)",2460600.5,0.5945,2.494,11.78,114.93,339.91,329.74,1.44e+03
54053719,"       (2020 RB)",2460600.5,0.6948,3.263,59.14,330.11,346.90,253.75,2.15e+03
54053722,"       (2020 RC)",2460600.5,0.3532,1.553,29.03,342.54,28.90,31.43,707
54053727,"       (2020 RG)",2460600.5,0.4101,1.761,14.12,324.63,337.62,294.75,854
54054354,"       (2020 RH7)",2460600.5,0.4398,1.518,43.85,3.83,128.55,337.71,683
54054501,"       (2020 SL1)",2460600.5,0.6378,2.517,13.75,275.19,331.88,69.78,1.46e+03
54054507,"       (2020 ST1)",2460600.5,0.5777,2.452,7.97,232.85,180.46,7.22,1.4e+03
54054526,"       (2020 SH2)",2460600.5,0.3911,1.305,44.21,359.40,262.08,314.97,544
54054565,"       (2020 SE3)",2460600.5,0.8500,2.539,11.86,326.13,263.04,16.69,1.48e+03
54054627,"       (2020 SP4)",2460600.5,0.6575,2.83,12.84,314.03,19.30,315.95,1.74e+03
54054747,"       (2020 TF)",2460600.5,0.3028,1.089,19.22,221.22,271.36,107.17,415
54055026,"       (2020 TT)",2459129.5,0.6983,1.788,5.89,311.01,297.11,27.54,873
54055104,"       (2020 TX2)",2460600.5,0.7328,2.407,26.60,12.33,101.41,5.20,1.36e+03
54065904,"       (2020 TU5)",2460600.5,0.3629,1.59,56.84,42.48,345.12,7.99,732
54075550,"       (2020 UF2)",2460600.5,0.3057,1.13,3.07,235.60,34.39,186.21,439
54076348,"       (2020 UQ4)",2460600.5,0.5434,2.271,10.41,292.60,356.42,102.64,1.25e+03
54081200,"       (2020 UR6)",2460600.5,0.4907,1.779,8.10,311.48,161.62,216.46,867
54084708,"       (2020 UW6)",2460600.5,0.7975,1.707,5.76,204.44,79.28,301.40,814
54087574,"       (2020 VM1)",2459164.5,0.6111,2.488,45.43,31.37,330.20,7.51,1.43e+03
54087860,"       (2020 VZ5)",2460600.5,0.2931,0.8891,22.63,246.15,44.67,355.75,306
54088805,"       (2020 WG)",2460600.5,0.6007,2.51,7.62,32.77,348.85,359.74,1.45e+03
54091633,"       (2020 WP1)",2460600.5,0.4766,1.768,38.67,247.45,213.16,224.74,859
54092904,"       (2020 WT2)",2460600.5,0.3060,1.343,23.02,263.21,224.29,149.49,568
54092911,"       (2020 WB3)",2460600.5,0.6146,2.473,20.51,5.89,29.13,5.02,1.42e+03
54095182,"       (2020 WA5)",2460600.5,0.4946,2.02,5.72,307.57,167.55,112.31,1.05e+03
54096431,"       (2020 WL5)",2459186.5,0.6134,2.376,16.82,30.06,334.18,13.21,1.34e+03
54096432,"       (2020 WM5)",2460600.5,0.7042,2.834,15.64,67.04,316.38,299.46,1.74e+03
54097670,"       (2020 WU5)",2460600.5,0.1017,1.059,41.48,112.85,84.51,89.12,398
54097968,"       (2020 XP)",2460600.5,0.4987,2.002,3.59,254.19,125.54,144.49,1.03e+03
54097967,"       (2020 XQ)",2460600.5,0.6523,1.931,16.67,56.03,275.95,184.38,980
54097969,"       (2020 XR)",2460600.5,0.6125,2.497,13.96,249.70,163.10,351.56,1.44e+03
54099615,"       (2020 XL3)",2459200.5,0.7946,1.956,1.57,282.09,50.09,19.42,999
54100193,"       (2020 XD5)",2460600.5,0.5428,1.614,8.60,98.64,115.19,269.92,749
54100290,"       (2020 XE6)",2460600.5,0.5726,2.415,9.51,333.91,21.57,42.37,1.37e+03
54100581,"       (2020 XU6)",2460600.5,0.5474,2.216,3.89,164.32,6.66,33.91,1.21e+03
54101655,"       (2020 YL1)",2460600.5,0.6026,1.982,48.93,283.31,71.22,162.83,1.02e+03
54101718,"       (2020 YC3)",2460600.5,0.7390,2.209,15.17,132.69,78.75,26.35,1.2e+03
54102022,"       (2020 YQ3)",2460600.5,0.5855,1.88,4.41,93.18,301.62,188.15,942
54105102,"       (2021 AE4)",2460600.5,0.1624,1.16,15.78,49.54,172.44,277.96,456
54105560,"       (2021 AL6)",2460600.5,0.6569,2.436,17.39,251.86,125.98,12.50,1.39e+03
54106303,"       (2021 AV7)",2460600.5,0.7030,3.072,28.98,153.15,39.67,236.42,1.97e+03
