"spkid","full_name","epoch","e","a","i","om","w","ma","per"
20620107,"620107 (2020 XK7)",2460600.5,0.5593,2.012,8.08,197.59,26.95,81.97,1.04e+03
20621890,"621890 (2011 PO1)",2460600.5,0.6346,2.515,5.74,210.64,166.79,98.78,1.46e+03
20627157,"627157 (2008 OX1)",2460600.5,0.2776,1.206,29.74,304.82,281.35,138.09,484
20657084,"657084 (2016 GT220)",2460600.5,0.3799,1.608,23.65,3.09,27.02,244.19,745
20660096,"660096 (1998 SL36)",2460600.5,0.4181,1.391,19.06,353.08,116.80,253.30,599
20666729,"666729 (2010 TV149)",2460600.5,0.5188,1.699,9.79,78.58,42.90,76.23,809
20667255,"667255 (2011 EG17)",2460600.5,0.4188,1.38,20.11,170.10,241.55,210.56,592
20668949,"668949 (2012 PP28)",2460600.5,0.6067,1.989,5.67,254.05,133.68,100.32,1.02e+03
20669051,"669051 (2012 SD22)",2460600.5,0.5727,1.964,7.91,140.22,313.83,105.48,1.01e+03
20669555,"669555 (2012 YQ1)",2460600.5,0.5627,1.998,5.15,120.01,42.26,50.22,1.03e+03
20671294,"671294 (2014 JO25)",2460600.5,0.8867,2.066,25.16,30.28,49.91,201.55,1.08e+03
20671970,"671970 (2014 QO296)",2460600.5,0.4701,1.835,10.94,193.51,30.72,59.12,908
20672457,"672457 (2014 UR116)",2460600.5,0.7278,2.07,6.57,5.81,286.96,142.70,1.09e+03
20672745,"672745 (2014 WV363)",2460600.5,0.5158,1.846,5.53,77.95,210.03,18.13,916
20673011,"673011 (2015 AR45)",2460600.5,0.7013,1.385,9.23,114.35,239.63,38.07,596
20673713,"673713 (2015 FQ117)",2460600.5,0.6205,0.8606,4.55,293.85,63.12,178.08,292
20674590,"674590 (2015 RH2)",2460600.5,0.2666,1.218,5.36,332.38,115.37,210.05,491
20675603,"675603 (2015 XE352)",2460600.5,0.3891,1.335,2.05,45.18,225.54,45.42,564
20678413,"678413 (2017 SV20)",2460600.5,0.3054,1.303,22.73,110.86,119.66,52.25,543
20678715,"678715 (2017 VV14)",2460600.5,0.8450,2.24,15.89,77.93,234.76,48.24,1.22e+03
20678927,"678927 (2018 BP)",2460600.5,0.3977,1.557,3.33,183.28,216.51,197.14,709
20678976,"678976 (2018 EH4)",2460600.5,0.6126,2.06,6.19,2.83,75.23,104.41,1.08e+03
20679440,"679440 (2019 GT2)",2460600.5,0.5108,1.84,6.74,88.38,343.89,158.02,911
20679655,"679655 (2020 BS12)",2460600.5,0.7457,1.49,4.63,311.97,90.29,241.41,664
20679656,"679656 (2020 BP13)",2460600.5,0.3525,1.568,8.14,208.99,357.32,93.49,717
20679786,"679786 (2020 QG3)",2460600.5,0.5654,2.089,7.43,186.56,229.76,113.31,1.1e+03
20679814,"679814 (2020 TH5)",2460600.5,0.3985,1.425,4.60,175.77,326.46,54.43,621
20679885,"679885 (2021 NQ5)",2460600.5,0.4937,1.611,1.42,115.35,299.07,166.37,747
20686964,"686964 (2011 GM44)",2460600.5,0.5191,0.7817,49.33,10.82,37.53,308.26,252
20696513,"696513 (2016 NL56)",2460600.5,0.5450,1.407,4.60,340.90,87.43,270.79,609
20712200,"712200 (2014 SM143)",2460600.5,0.4226,1.206,24.21,28.81,89.64,153.82,484
20719194,"719194 (2018 PL23)",2460600.5,0.7870,1.567,14.35,178.29,293.68,341.87,717
3012393,"       (1979 XB)",2444221.5,0.7084,2.228,24.73,86.06,75.58,346.32,1.21e+03
3002856,"       (1991 GO)",2460600.5,0.6541,1.926,9.55,23.96,89.75,214.92,976
3012398,"       (1994 CJ1)",2460600.5,0.3255,1.491,2.31,172.01,65.37,255.84,665
3012399,"       (1994 EK)",2460600.5,0.6386,2.151,6.04,332.83,99.44,279.51,1.15e+03
3005942,"       (1994 NE)",2449540.5,0.6064,2.047,27.59,104.99,246.12,344.65,1.07e+03
3005973,"       (1995 CR)",2460600.5,0.8683,0.9069,4.07,342.43,322.73,72.26,315
3009026,"       (1996 JA1)",2460600.5,0.7002,2.569,21.60,55.80,248.53,319.15,1.5e+03
3010077,"       (1997 GD32)",2460600.5,0.5991,2.103,5.26,55.31,226.57,348.48,1.11e+03
3010679,"       (1997 QK1)",2460600.5,0.6465,2.783,2.89,306.76,3.00,297.65,1.7e+03
3092166,"       (1997 VG6)",2450764.5,0.5615,1.602,18.43,51.99,250.51,41.44,741
3007574,"       (1997 WQ23)",2460600.5,0.4947,1.737,2.45,55.82,296.63,295.07,837
3011167,"       (1998 BY7)",2460600.5,0.6088,2.02,3.28,121.88,90.63,80.60,1.05e+03
3013039,"       (1998 HT31)",2450936.5,0.6928,2.511,6.79,213.90,80.42,348.07,1.45e+03
3013045,"       (1998 HH49)",2460600.5,0.5037,1.558,8.43,23.45,288.25,209.79,710
3013662,"       (1998 QK28)",2460600.5,0.5785,2.335,7.87,174.51,204.82,105.15,1.3e+03
3013664,"       (1998 QA62)",2460600.5,0.7415,2.042,24.84,180.79,273.95,327.30,1.07e+03
3014109,"       (1998 SH2)",2460600.5,0.7138,2.743,2.40,6.37,268.43,299.81,1.66e+03
3014110,"       (1998 SU4)",2460600.5,0.5806,1.148,23.15,350.58,241.85,125.22,449
3014112,"       (1998 SY14)",2460600.5,0.6697,2.837,3.47,39.66,22.51,151.06,1.75e+03
3014683,"       (1998 US18)",2460600.5,0.6766,2.606,9.66,207.23,115.47,74.48,1.54e+03
3015695,"       (1998 WB2)",2460600.5,0.5864,1.973,2.37,52.14,78.82,99.01,1.01e+03
3016524,"       (1998 XD12)",2451166.5,0.6239,1.399,13.53,259.98,69.28,38.75,604
3092217,"       (1999 FR19)",2451262.5,0.4766,1.544,20.81,0.75,106.73,28.35,701
3019083,"       (1999 GL4)",2460600.5,0.6025,2.12,7.26,178.39,293.88,124.00,1.13e+03
3020976,"       (1999 JZ10)",2460600.5,0.4731,1.306,25.92,54.49,80.02,53.13,545
3019647,"       (1999 LX1)",2451340.5,0.7268,1.165,19.81,251.99,133.36,321.11,459
3022970,"       (1999 SG10)",2460600.5,0.6133,1.454,23.56,13.39,103.41,67.68,640
3022972,"       (1999 TO13)",2451466.5,0.4359,1.583,20.25,15.14,302.23,25.96,728
3022974,"       (1999 TT16)",2460600.5,0.6631,2.157,1.99,327.12,149.64,283.62,1.16e+03
3022975,"       (1999 UR)",2460600.5,0.5040,1.899,3.59,50.65,18.23,187.49,956
3024715,"       (1999 XS35)",2460600.5,0.9478,17.8,19.67,48.71,333.33,119.57,2.74e+04
3024714,"       (1999 XK136)",2460600.5,0.7029,2.384,2.67,63.10,303.18,286.92,1.34e+03
3025760,"       (1999 YD)",2460600.5,0.5934,2.464,1.38,9.38,61.82,156.09,1.41e+03
3025766,"       (2000 AA6)",2460600.5,0.5193,1.286,2.03,279.69,287.78,308.55,533
3028805,"       (2000 CM33)",2460600.5,0.2721,1.323,11.55,132.82,50.29,58.94,556
3028806,"       (2000 CO33)",2451582.5,0.5647,2.334,18.21,319.73,178.83,0.68,1.3e+03
3028810,"       (2000 CP101)",2460600.5,0.6196,1.775,10.44,160.21,247.94,182.57,864
3031172,"       (2000 DN1)",2460600.5,0.6807,2.843,8.04,41.17,148.11,3.66,1.75e+03
3031184,"       (2000 EU70)",2460600.5,0.7674,2.216,13.02,165.29,254.14,183.40,1.2e+03
3035245,"       (2000 JF5)",2451668.5,0.5551,2.048,13.71,58.12,216.90,347.01,1.07e+03
3035252,"       (2000 KA)",2460600.5,0.4618,1.332,6.73,62.44,83.30,353.86,561
3038472,"       (2000 LF3)",2460600.5,0.6543,2.594,14.60,81.89,224.27,295.28,1.53e+03
3046120,"       (2000 PY5)",2460600.5,0.6029,2.313,3.79,147.26,94.83,329.82,1.28e+03
3046122,"       (2000 PP9)",2460600.5,0.5504,2.33,5.59,171.69,159.60,289.05,1.3e+03
3046124,"       (2000 QS7)",2460600.5,0.6670,2.672,3.20,153.42,218.92,174.24,1.59e+03
3046125,"       (2000 QV7)",2460600.5,0.5230,1.409,9.12,154.73,79.61,197.43,611
3066079,"       (2000 SL10)",2460600.5,0.3386,1.372,1.46,208.70,78.60,28.59,587
3050517,"       (2000 TU28)",2460600.5,0.1828,1.073,15.60,202.98,280.95,138.77,406
3054375,"       (2000 UQ30)",2460600.5,0.4550,1.747,4.26,60.17,37.89,116.93,843
3063058,"       (2000 WC1)",2460600.5,0.2625,0.8793,17.41,50.79,230.08,108.47,301
3092276,"       (2000 WH10)",2451869.5,0.6616,2.523,13.27,50.35,63.26,350.12,1.46e+03
3065184,"       (2000 YG29)",2460600.5,0.6836,3.218,18.86,92.17,359.11,70.23,2.11e+03
3092289,"       (2001 CA21)",2451943.5,0.7752,1.663,4.96,46.65,218.63,336.27,783
3070541,"       (2001 EC)",2460600.5,0.7656,2.598,0.61,315.79,116.01,254.81,1.53e+03
3071766,"       (2001 FA58)",2460600.5,0.7197,2.256,8.22,155.82,114.53,322.34,1.24e+03
3071767,"       (2001 FC58)",2460600.5,0.3434,1.021,6.77,174.60,261.24,26.81,377
3071769,"       (2001 FB90)",2460600.5,0.7665,2.408,1.84,264.36,16.28,104.65,1.36e+03
3074752,"       (2001 GR2)",2460600.5,0.6215,1.863,11.83,190.21,99.36,67.27,929
3074753,"       (2001 GT2)",2460600.5,0.6295,2.404,3.73,145.99,359.52,126.06,1.36e+03
3076784,"       (2001 HL31)",2452031.5,0.7785,2.434,12.86,38.36,286.86,345.73,1.39e+03
3076812,"       (2001 JV1)",2460600.5,0.4357,1.705,6.62,92.21,201.06,165.46,813
3076814,"       (2001 KF54)",2460600.5,0.6503,2.338,1.63,172.48,170.88,163.87,1.31e+03
3078262,"       (2001 LD)",2460600.5,0.3756,1.421,30.16,79.22,114.35,317.12,619
3082923,"       (2001 SQ3)",2460600.5,0.2546,1.11,23.90,356.15,268.28,328.50,427
3082930,"       (2001 SY269)",2460600.5,0.5973,1.68,1.86,232.11,223.87,186.80,795
3082929,"       (2001 SZ269)",2460600.5,0.6627,2.364,2.45,98.93,191.14,140.20,1.33e+03
3092374,"       (2001 TA2)",2460600.5,0.6475,1.771,3.26,50.36,227.38,304.00,861
3092385,"       (2001 TC45)",2460600.5,0.6428,2.217,15.48,35.16,67.06,326.38,1.21e+03
3092419,"       (2001 VB)",2452220.5,0.9002,2.392,9.53,306.04,224.38,349.84,1.35e+03
3092474,"       (2001 VC2)",2460600.5,0.1321,1.041,12.51,67.04,103.87,99.95,388
3092480,"       (2001 VJ5)",2460600.5,0.5614,1.933,6.06,44.68,67.64,175.70,981
3092515,"       (2001 WH1)",2452245.5,0.8000,2.461,15.57,68.43,107.20,346.03,1.41e+03
3102669,"       (2001 XQ)",2460600.5,0.7212,3.632,28.60,250.67,189.82,108.04,2.53e+03
3102683,"       (2001 XX4)",2460600.5,0.5568,1.006,0.85,127.07,186.82,286.12,369
3102694,"       (2001 XP31)",2460600.5,0.3853,1.146,6.13,241.23,81.73,289.23,448
3102713,"       (2001 YP3)",2460600.5,0.6225,2.493,7.93,101.93,36.27,272.01,1.44e+03
3102717,"       (2001 YV3)",2460600.5,0.7187,1.946,5.20,107.21,244.43,166.11,991
3102719,"       (2001 YB5)",2460600.5,0.8642,2.34,5.55,108.26,115.45,115.99,1.31e+03
3102724,"       (2002 AV)",2460600.5,0.6573,2.471,2.85,123.61,286.05,326.96,1.42e+03
3102728,"       (2002 AY1)",2460600.5,0.4372,0.7792,29.90,287.84,323.81,295.89,251
3102729,"       (2002 AZ1)",2460600.5,0.6668,2.118,8.14,113.59,97.16,112.48,1.13e+03
3102742,"       (2002 AS4)",2460600.5,0.7936,1.236,26.30,285.38,42.67,242.58,502
3102743,"       (2002 AT4)",2460600.5,0.4467,1.867,1.50,323.38,203.15,313.29,932
3102752,"       (2002 AC9)",2460600.5,0.5605,1.703,2.28,2.43,28.62,114.42,812
3102786,"       (2002 BM26)",2460600.5,0.4446,1.832,16.22,319.59,180.54,50.50,906
3114014,"       (2002 CY9)",2460600.5,0.5074,1.647,41.96,305.28,117.37,291.21,772
3114075,"       (2002 DO3)",2460600.5,0.4991,1.86,3.80,56.10,165.76,309.96,927
3117434,"       (2002 EU11)",2452351.5,0.6885,2.397,2.94,346.34,274.44,345.60,1.36e+03
3117435,"       (2002 EV11)",2460600.5,0.8897,2.1,11.60,183.61,218.09,176.25,1.11e+03
3117459,"       (2002 FQ5)",2460600.5,0.5887,1.916,7.55,196.10,80.88,155.12,969
3120885,"       (2002 GM5)",2452378.5,0.6954,2.123,7.30,14.01,274.02,343.47,1.13e+03
3120892,"       (2002 GJ8)",2460600.5,0.6818,3.231,30.15,144.78,174.52,65.70,2.12e+03
3120904,"       (2002 HP11)",2460600.5,0.7645,2.069,5.13,9.02,90.59,223.22,1.09e+03
3124998,"       (2002 JZ8)",2460600.5,0.6300,2.775,11.36,196.36,343.78,339.48,1.69e+03
3125005,"       (2002 JQ9)",2460600.5,0.3944,1.157,25.00,51.87,76.10,70.26,454
3127232,"       (2002 KG4)",2460600.5,0.6604,2.939,27.63,64.40,149.94,169.27,1.84e+03
3127385,"       (2002 KK8)",2460600.5,0.4662,1.953,24.54,76.96,174.13,67.75,997
3127390,"       (2002 LX)",2460600.5,0.6689,2.517,3.24,197.44,345.45,235.68,1.46e+03
3709286,"       (2002 LX64)",2460600.5,0.5706,1.357,4.85,285.51,230.99,90.16,577
3127412,"       (2002 MX)",2452447.5,0.7964,2.508,1.96,284.30,237.58,13.75,1.45e+03
3130460,"       (2002 MR3)",2460600.5,0.6175,1.499,9.72,110.22,67.39,86.15,670
3130462,"       (2002 MT3)",2460600.5,0.6713,2.873,6.27,167.26,27.62,273.61,1.78e+03
3131063,"       (2002 NY40)",2460600.5,0.7082,2.05,5.89,145.28,269.90,182.97,1.07e+03
3132128,"       (2002 PR1)",2460600.5,0.5876,2.494,6.58,148.27,208.42,216.22,1.44e+03
3133153,"       (2002 PE130)",2460600.5,0.6250,2.551,15.55,357.21,33.98,139.58,1.49e+03
3134259,"       (2002 QQ40)",2460600.5,0.5640,1.215,1.72,104.06,356.52,134.02,489
3134277,"       (2002 QW47)",2460600.5,0.5187,1.971,4.22,116.24,140.89,22.89,1.01e+03
3137721,"       (2002 SQ41)",2460600.5,0.7988,2.614,25.11,21.56,96.03,70.14,1.54e+03
3137854,"       (2002 TP69)",2460600.5,0.4699,1.947,1.97,94.43,317.03,26.70,993
3137865,"       (2002 TB70)",2460600.5,0.1317,1.133,16.66,195.02,350.89,287.99,440
3143081,"       (2002 VR85)",2460600.5,0.6039,1.814,6.03,204.44,299.31,318.24,892
3144150,"       (2002 XO14)",2460600.5,0.6474,2.784,2.62,295.31,184.89,244.06,1.7e+03
3145512,"       (2003 AY2)",2460600.5,0.5633,1.824,10.33,274.87,286.10,279.51,900
3145520,"       (2003 AC23)",2460600.5,0.5818,2.171,2.06,43.75,126.42,276.48,1.17e+03
3146499,"       (2003 AF23)",2460600.5,0.4258,0.8745,23.23,286.75,43.95,316.06,299
3147323,"       (2003 BB21)",2460600.5,0.5540,2.229,4.77,344.12,212.78,169.33,1.22e+03
3147555,"       (2003 BR47)",2460600.5,0.5003,1.628,4.42,314.41,112.71,181.94,759
3147581,"       (2003 CG11)",2460600.5,0.7347,2.592,21.28,130.43,107.16,57.94,1.52e+03
3150771,"       (2003 EG16)",2460600.5,0.6897,2.391,20.40,151.22,110.67,280.48,1.35e+03
3152314,"       (2003 GG21)",2460600.5,0.7120,2.139,10.16,11.07,97.34,328.73,1.14e+03
3152317,"       (2003 GQ22)",2460600.5,0.1819,0.8719,17.02,199.49,168.78,341.24,297
3152318,"       (2003 GR22)",2460600.5,0.6084,1.545,6.17,23.42,276.83,46.73,702
3152323,"       (2003 GP51)",2452751.5,0.6022,2.152,2.86,141.89,357.51,17.68,1.15e+03
3153509,"       (2003 HM)",2460600.5,0.2699,0.8135,26.27,30.45,19.33,251.87,268
3157020,"       (2003 MU)",2460600.5,0.4947,2.054,5.90,143.61,175.67,69.31,1.08e+03
3157022,"       (2003 MS2)",2460600.5,0.1263,1.042,20.03,100.82,254.51,307.12,389
3157028,"       (2003 MK4)",2460600.5,0.1813,1.081,22.32,282.58,109.71,258.47,410
3157483,"       (2003 OC3)",2460600.5,0.5974,2.25,13.13,172.34,23.01,124.74,1.23e+03
3159886,"       (2003 RS1)",2460600.5,0.6415,2.775,2.66,172.35,164.15,187.31,1.69e+03
3159889,"       (2003 RB5)",2452889.5,0.4716,1.884,44.62,341.93,27.59,352.17,945
3160737,"       (2003 SK84)",2460600.5,0.7426,2.537,8.95,344.08,118.30,64.70,1.48e+03
3160741,"       (2003 SS84)",2460600.5,0.5718,1.931,5.49,198.16,234.92,285.68,980
3160850,"       (2003 TK2)",2460600.5,0.6470,2.348,4.29,0.98,321.01,320.26,1.31e+03
3163738,"       (2003 TO9)",2460600.5,0.6043,2.428,3.11,197.97,225.09,190.16,1.38e+03
3163739,"       (2003 TR9)",2460600.5,0.7017,1.642,13.47,198.35,71.05,25.46,768
3163745,"       (2003 UB5)",2460600.5,0.6041,2.602,10.63,82.83,353.82,336.92,1.53e+03
3163748,"       (2003 UX5)",2460600.5,0.3409,1.441,21.45,50.50,50.37,12.27,632
3165472,"       (2003 VE1)",2460600.5,0.4949,1.942,16.33,29.53,323.32,285.12,989
3167340,"       (2003 WG)",2460600.5,0.7840,2.437,27.14,46.63,262.00,189.78,1.39e+03
3167345,"       (2003 WP21)",2460600.5,0.7809,2.27,4.31,37.13,124.65,32.46,1.25e+03
3169265,"       (2003 WC158)",2460600.5,0.6279,2.639,9.02,251.04,144.53,320.38,1.57e+03
3169271,"       (2003 WH166)",2460600.5,0.5575,1.936,0.70,185.68,329.40,242.10,984
3170212,"       (2003 YP1)",2460600.5,0.6424,2.654,7.49,276.66,131.48,306.59,1.58e+03
3170204,"       (2003 YS17)",2460600.5,0.3129,0.9299,6.53,98.91,134.66,320.47,328
3170218,"       (2003 YD45)",2460600.5,0.6930,2.494,8.43,252.16,105.04,120.74,1.44e+03
3170231,"       (2003 YL118)",2460600.5,0.4864,1.131,7.61,278.68,65.73,165.63,439
3170209,"       (2003 YH136)",2460600.5,0.8980,2.493,16.39,304.93,305.78,98.85,1.44e+03
3175330,"       (2004 CO49)",2460600.5,0.3884,1.375,4.26,115.11,315.98,330.95,589
3176186,"       (2004 DM44)",2460600.5,0.7110,2.479,10.54,350.70,95.69,119.16,1.43e+03
3177177,"       (2004 EH1)",2460600.5,0.5337,2.009,7.52,356.75,231.99,61.07,1.04e+03
3177204,"       (2004 FW1)",2460600.5,0.7171,1.611,10.16,194.58,91.23,356.33,747
3177223,"       (2004 FJ11)",2460600.5,0.5621,2.248,2.39,20.89,232.48,12.54,1.23e+03
3177237,"       (2004 FY31)",2460600.5,0.5556,2.168,11.19,28.77,197.44,148.35,1.17e+03
3179352,"       (2004 GB2)",2460600.5,0.6493,2.118,12.42,208.94,255.43,259.89,1.13e+03
3179354,"       (2004 GE2)",2453111.5,0.7067,2.045,2.16,45.13,259.93,341.24,1.07e+03
3180149,"       (2004 HD2)",2453121.5,0.8338,2.317,15.44,26.90,61.77,15.25,1.29e+03
3180152,"       (2004 HF12)",2460600.5,0.6487,2.137,13.41,21.81,105.95,215.08,1.14e+03
3180153,"       (2004 HG12)",2453119.5,0.3450,1.442,26.54,208.22,48.48,337.44,633
3180182,"       (2004 HC39)",2460600.5,0.5007,1.814,14.66,56.05,224.28,116.60,893
3182189,"       (2004 KB)",2460600.5,0.2889,1.188,20.68,230.92,243.24,4.84,473
3182830,"       (2004 KE17)",2453157.5,0.6220,2.799,26.96,68.92,175.29,0.76,1.71e+03
3183834,"       (2004 LB)",2460600.5,0.0529,1.051,37.33,254.01,144.69,180.15,394
3183851,"       (2004 LY5)",2460600.5,0.7779,1.831,16.05,86.80,295.65,54.99,905
3184160,"       (2004 MX2)",2460600.5,0.7186,2.762,18.10,116.16,243.78,134.01,1.68e+03
3184479,"       (2004 MP7)",2460600.5,0.7179,2.731,17.65,95.00,112.47,188.00,1.65e+03
3249347,"       (2004 PS42)",2460600.5,0.1676,1.242,23.19,304.29,323.56,242.15,506
3249785,"       (2004 QB)",2460600.5,0.6551,2.112,11.07,130.51,112.57,224.39,1.12e+03
3249983,"       (2004 QX2)",2453242.5,0.9027,1.286,19.07,320.38,218.61,37.12,533
3251448,"       (2004 RQ10)",2460600.5,0.4412,1.865,5.68,335.22,349.55,329.23,930
3251517,"       (2004 RW10)",2460600.5,0.5945,2.35,3.11,206.07,71.81,217.87,1.32e+03
3251513,"       (2004 RY10)",2460600.5,0.6228,1.677,15.52,165.68,283.48,60.06,793
3251712,"       (2004 RE84)",2460600.5,0.6055,1.674,2.00,321.92,131.85,66.43,791
3251889,"       (2004 RY109)",2460600.5,0.4250,1.627,26.13,352.35,306.85,271.78,758
3252349,"       (2004 RZ164)",2460600.5,0.6072,2.563,13.85,74.73,345.97,307.92,1.5e+03
3253151,"       (2004 SS)",2460600.5,0.5290,2.197,6.52,1.36,353.37,61.94,1.19e+03
3255979,"       (2004 TN1)",2460600.5,0.6951,2.757,8.39,213.57,233.94,124.21,1.67e+03
3256319,"       (2004 TB10)",2460600.5,0.0937,1.103,22.50,12.82,149.91,314.96,423
3256324,"       (2004 TG10)",2460600.5,0.8610,2.236,4.19,204.86,317.63,325.58,1.22e+03
3256328,"       (2004 TL10)",2460600.5,0.6574,2.651,9.51,10.00,325.55,229.37,1.58e+03
3257091,"       (2004 UE)",2460600.5,0.6460,2.633,14.57,225.44,217.66,240.66,1.56e+03
3260293,"       (2004 UV1)",2460600.5,0.6510,2.82,20.78,76.39,20.46,63.15,1.73e+03
3262792,"       (2004 WK1)",2460600.5,0.7303,1.084,34.46,51.79,223.15,278.93,412
3263235,"       (2004 XO)",2460600.5,0.0968,1.035,26.01,249.95,70.94,48.75,385
3263539,"       (2004 XN29)",2460600.5,0.7037,2.422,2.36,319.65,37.32,109.87,1.38e+03
3265824,"       (2005 AV27)",2460600.5,0.6475,2.263,5.89,67.57,139.48,279.72,1.24e+03
3267783,"       (2005 DD)",2460600.5,0.5681,1.934,7.32,157.14,252.32,150.59,983
3273446,"       (2005 EA)",2460600.5,0.6394,1.301,14.06,346.87,298.89,26.69,542
3273524,"       (2005 EO33)",2453441.5,0.5729,1.968,4.61,289.74,158.48,22.48,1.01e+03
3274302,"       (2005 EW169)",2460600.5,0.5685,2.384,1.51,223.45,221.92,152.88,1.34e+03
3275203,"       (2005 FE3)",2460600.5,0.5316,2.117,13.11,90.53,145.17,113.65,1.12e+03
3275512,"       (2005 GU)",2460600.5,0.6146,1.552,25.05,26.88,275.80,2.74,706
3275514,"       (2005 GJ8)",2460600.5,0.5511,1.766,3.39,252.56,214.84,142.64,857
3275673,"       (2005 GY8)",2460600.5,0.6739,2.046,2.83,179.60,103.51,213.87,1.07e+03
3276397,"       (2005 GD60)",2460600.5,0.3743,1.33,9.90,199.05,100.10,208.51,560
3276441,"       (2005 GH81)",2460600.5,0.5444,1.947,11.72,19.59,118.54,84.20,992
3277570,"       (2005 JU1)",2460600.5,0.6863,2.336,6.07,32.96,269.55,142.53,1.3e+03
3278078,"       (2005 JU81)",2460600.5,0.2774,1.116,17.29,56.31,72.51,240.24,431
3279221,"       (2005 KJ10)",2460600.5,0.5795,1.883,8.17,81.15,233.99,161.09,944
3279432,"       (2005 LW3)",2460600.5,0.4637,1.439,6.02,59.58,288.68,64.04,630
3279740,"       (2005 LX36)",2460600.5,0.5754,1.03,32.97,252.73,239.13,246.11,382
3283571,"       (2005 NE7)",2460600.5,0.6468,2.047,9.53,80.27,307.04,186.45,1.07e+03
3284923,"       (2005 OX)",2460600.5,0.6177,1.331,7.62,323.60,100.47,141.84,561
3285304,"       (2005 OD3)",2460600.5,0.6032,2.372,16.20,323.72,38.34,81.81,1.33e+03
3285299,"       (2005 OE3)",2460600.5,0.4285,1.567,25.37,321.02,58.43,256.01,716
3288478,"       (2005 PA5)",2460600.5,0.2269,1.322,15.33,133.04,149.05,250.29,555
3289742,"       (2005 QZ151)",2460600.5,0.5797,1.938,4.85,20.70,63.20,3.60,985
3290808,"       (2005 RC34)",2460600.5,0.5132,2.061,10.77,290.93,36.17,167.61,1.08e+03
3292263,"       (2005 TP)",2460600.5,0.5884,2.279,7.88,86.38,353.71,174.00,1.26e+03
3292769,"       (2005 TS15)",2460600.5,0.3529,1.26,34.00,16.19,106.09,90.55,517
3293832,"       (2005 TF49)",2460600.5,0.0254,1.042,24.55,25.70,302.16,24.17,389
3293925,"       (2005 TR50)",2460600.5,0.4560,1.614,34.05,29.43,49.27,73.18,749
3293926,"       (2005 TU50)",2460600.5,0.5963,1.426,12.42,22.24,259.61,90.18,622
3295790,"       (2005 UR)",2453669.5,0.8818,2.249,6.93,20.03,140.48,346.92,1.23e+03
3297371,"       (2005 UW6)",2460600.5,0.7391,2.048,0.87,334.22,181.26,151.88,1.07e+03
3297378,"       (2005 UT64)",2460600.5,0.5212,1.821,10.51,161.55,327.45,222.33,898
3299722,"       (2005 VO5)",2460600.5,0.5610,2.009,14.24,100.96,242.05,253.34,1.04e+03
3299947,"       (2005 VR7)",2460600.5,0.2871,1.083,25.25,254.86,101.08,343.04,412
3303213,"       (2005 WD)",2460600.5,0.5607,2.308,26.17,227.65,161.05,150.54,1.28e+03
3303218,"       (2005 WA1)",2460600.5,0.5835,2.009,10.91,246.86,242.11,213.80,1.04e+03
3305002,"       (2005 WY55)",2460600.5,0.7188,2.492,7.27,247.95,286.43,272.00,1.44e+03
3307228,"       (2005 XT77)",2460600.5,0.2665,0.8411,17.22,84.79,150.01,15.65,282
3309093,"       (2005 YU3)",2460600.5,0.8411,2.552,3.02,2.51,341.49,232.54,1.49e+03
3309286,"       (2005 YS8)",2453737.5,0.5293,1.697,17.37,56.47,298.21,32.12,807
3311865,"       (2006 AR3)",2460600.5,0.6364,2.469,4.71,12.29,40.85,318.94,1.42e+03
3311964,"       (2006 AM4)",2460600.5,0.6493,0.9822,4.15,123.32,139.65,16.90,356
3313976,"       (2006 BX39)",2453768.5,0.6375,1.903,14.35,140.43,79.12,339.81,959
3314045,"       (2006 BE55)",2460600.5,0.4246,1.195,2.40,125.25,126.42,45.36,477
3315647,"       (2006 CF)",2460600.5,0.6793,2.295,4.66,111.81,268.90,174.79,1.27e+03
3321493,"       (2006 CU)",2460600.5,0.4540,1.51,3.80,148.71,253.24,68.04,678
3321628,"       (2006 CM10)",2453783.5,0.7010,2.133,18.31,143.32,92.08,342.95,1.14e+03
3321667,"       (2006 CT10)",2460600.5,0.6626,2.889,12.89,111.20,30.51,289.81,1.79e+03
3324630,"       (2006 DU62)",2460600.5,0.7384,1.64,16.45,322.07,71.90,1.79,767
3329371,"       (2006 GC1)",2460600.5,0.8172,1.707,5.98,196.10,232.91,142.10,814
3330049,"       (2006 HC2)",2460600.5,0.4871,1.71,3.75,198.18,66.66,76.40,817
3330050,"       (2006 HD2)",2460600.5,0.6013,2.031,4.02,30.19,95.85,167.87,1.06e+03
3330155,"       (2006 HV5)",2460600.5,0.3156,0.8425,32.02,35.94,317.51,218.40,282
3330680,"       (2006 HQ30)",2460600.5,0.6070,2.605,12.09,85.29,180.54,130.86,1.54e+03
